NodeID                                                                 Rank       Score               
user_zero2hero_uk                                                      270        0.000000024929      
user_OpenMeta_NFT                                                      271        0.000000024718      
user_DaoMetaverse_                                                     272        0.000000024521      
user_MetaverseApp                                                      273        0.000000024501      
user_BitBallSwap                                                       274        0.000000023535      
user_Anorak_NFT                                                        275        0.000000023444      
user_MrktMeditations                                                   276        0.000000022843      
user_visit_japan_web                                                   277        0.000000022588      
user_Altcoin_Alerts                                                    278        0.000000022472      
user_meta_soccer                                                       279        0.000000021478      
user_AltcoinALT                                                        280        0.000000021182      
user_nftcalendar                                                       281        0.000000020643      
user_NFTPlazas                                                         282        0.000000020530      
user_TokenframeNFT                                                     283        0.000000018720      
user_DeglingoMPG                                                       284        0.000000018458      
user_ovo__official                                                     285        0.000000017654      
user_Sil_Finance                                                       286        0.000000017639      
user_AtriumNft                                                         287        0.000000017339      
user_tradeupdown_com                                                   288        0.000000017150      
user_tottokoburn86                                                     289        0.000000016632      
user_AltSamuraiCrypt                                                   290        0.000000016260      
user_girldadNFT                                                        291        0.000000015907      
user_Andrei_Web3                                                       292        0.000000015715      
user_SteffyMorenoNFT                                                   293        0.000000015586      
user_Fujin_Metaverse                                                   294        0.000000015515      
user_AlexMetaverse                                                     295        0.000000015261      
user_Abandons75                                                        296        0.000000015033      
user_Altcoinmoe_P                                                      297        0.000000014720      
user_0xcodyx                                                           298        0.000000013913      
user_Metaverse_Weft                                                    299        0.000000013427      
user_Web3_Uzonia                                                       300        0.000000013044      
user_TallyLabsNFT                                                      301        0.000000012974      
user_MintlayerML                                                       302        0.000000012044      
user_mycelium_xyz                                                      303        0.000000011665      
user_AltcoinStarsky                                                    304        0.000000011385      
user_y00tsNFT                                                          305        0.000000011210      
user_port_btc                                                          306        0.000000010446      
user_EdwardEth_                                                        307        0.000000010427      
user_tommybutcher                                                      308        0.000000009938      
user_Altcoin_Forever                                                   309        0.000000009359      
user_LondonFolkMusic                                                   310        0.000000009341      
user_skirrid                                                           311        0.000000008904      
user_FidelionNFT                                                       312        0.000000008811      
user_BitRelay_Web3                                                     313        0.000000008724      
user_Solana_100x                                                       314        0.000000008499      
user_AltcoinBarbie                                                     315        0.000000007611      
user_web3space_cn                                                      316        0.000000005760      
user_1stDibsNFT                                                        317        0.000000005186      
user_AltCoin_Gem100X                                                   318        0.000000004759      
user_MuseumOfNFTArt                                                    319        0.000000004736      
user_Web3Port_Labs                                                     320        0.000000004605      
user_xantus_ai                                                         321        0.000000004030      
user_CryptoEliricc                                                     322        0.000000003088      
user_web3ddy                                                           323        0.000000002564      
user_MantaNFT                                                          324        0.000000002445      
user_SnapmasterNFT                                                     325        0.000000001796      
user_TheNFTzoo_                                                        326        0.000000000503      
user_altcoinpumpclub                                                   327        0.000000000503      
user_web3soltutorial                                                   328        0.000000000503      
user_MetaVerseDon                                                      329        0.000000000503      
user_Altcointraders_                                                   330        0.000000000503      
user_EuroclearGroup                                                    331        0.000000000503      
user_kreation_io                                                       332        0.000000000503      
user_AltcoinObserver                                                   333        0.000000000503      
user_admetaventures                                                    334        0.000000000503      
